1,1,1,1,11,10,14,347
2,2,1,1,2,5,11,223
3,1003,3,1,2,1,11,214
1003,1007,3,1,0,0,2,105
1004,1008,2,1,0,0,2,98
1005,1013,2,1,0,0,1,33
1006,1006,4,1,0,0,0,105
1007,1009,4,1,0,0,1,97
1008,1012,5,1,0,0,1,62
1009,1005,5,1,0,0,0,118
1010,1010,6,1,1,0,1,75
1011,1014,6,1,0,0,0,32
1012,1004,7,1,0,0,0,125
1013,1011,7,1,0,1,2,75
1014,1016,8,1,0,0,0,4
1015,1017,8,1,0,0,0,4
1016,1019,9,1,0,0,0,2
1017,1020,9,1,0,0,0,1
1018,1018,10,1,0,0,0,3
1019,1021,10,1,0,0,0,0
1020,1015,7,1,0,0,0,10
1021,1023,9,1,0,0,0,0
1022,1022,10,1,0,0,0,0
1044,1,1,2,11,5,17,413
1045,2,1,2,4,5,15,327
1046,1003,3,2,3,2,9,278
1047,1007,3,2,0,0,0,92
1048,1008,2,2,2,7,10,264
1049,1013,2,2,1,2,9,240
1050,1006,4,2,0,0,1,96
1051,1009,4,2,0,0,0,49
1052,1015,5,2,0,0,0,37
1053,1005,5,2,0,0,0,60
1054,1010,13,2,0,0,1,92
1055,1014,13,2,0,0,1,38
1056,1004,7,2,0,0,0,50
1057,1011,7,2,0,0,0,19
1058,1016,8,2,0,0,0,43
1059,1017,8,2,0,0,0,14
1060,1019,9,2,0,0,0,8
1061,1020,9,2,0,0,0,21
1062,1018,10,2,0,0,0,1
1063,1024,10,2,0,0,0,0
1085,1042,16,12,4,0,0,219
1086,1048,16,12,3,0,0,201
1087,1053,16,12,4,0,0,181
1088,1049,15,12,1,0,0,128
1089,1047,15,12,0,0,0,126
1090,1043,15,12,0,0,0,84
1091,1050,15,12,0,0,0,80
1092,1055,17,12,0,0,0,73
1093,1054,17,12,0,0,0,71
1094,1052,17,12,0,0,0,70
1095,1051,17,12,0,0,0,70
1096,1045,14,12,0,0,0,67
1097,1044,14,12,0,0,0,54
1098,1046,14,12,0,0,0,0
1099,1076,18,10,0,0,0,3
1100,1066,18,10,1,4,4,96
1101,1061,19,10,1,2,5,151
1102,1057,19,10,3,3,6,201
1103,1068,20,10,0,5,2,52
1104,1062,20,10,2,2,5,149
1105,1058,21,10,3,3,6,200
1106,1067,21,10,1,2,2,72
1107,1080,22,10,0,0,0,0
1108,1079,22,10,0,0,0,0
1109,1063,23,10,0,5,4,134
1110,1075,23,10,0,0,0,3
1111,1072,24,10,0,5,0,12
1112,1064,24,10,3,2,4,121
1113,1073,25,10,0,0,0,5
1114,1081,25,10,0,0,0,0
1115,1056,26,10,2,6,10,215
1116,1059,26,10,4,3,6,177
1117,1074,27,10,0,0,0,5
1118,1077,27,10,0,0,0,1
1119,1060,28,10,2,3,6,164
1120,1065,28,10,1,5,4,106
1121,1069,22,10,0,2,2,48
1122,1070,24,10,1,1,1,42
1123,1078,25,10,0,0,0,0
1124,1071,21,10,0,0,1,16
1125,1082,20,11,4,5,12,266
1126,1021,18,11,4,4,8,214
1127,1065,19,11,4,4,9,207
1128,1083,18,11,2,3,8,204
1129,1069,22,11,3,5,7,159
1130,1070,21,11,2,2,4,144
1131,1061,19,11,0,4,5,140
1132,1063,21,11,0,2,2,92
1133,1084,24,11,0,1,2,79
1134,1085,25,11,2,2,2,77
1135,1057,23,11,0,0,2,74
1136,1056,26,11,1,0,1,54
1137,1086,23,11,0,0,1,36
1138,1087,22,11,0,0,0,30
1139,1072,27,11,0,0,0,20
1140,1073,24,11,0,0,0,20
1141,1076,26,11,0,0,0,16
1142,1060,20,11,0,0,0,15
1143,1080,27,11,0,0,0,11
1144,1088,24,11,0,0,0,3
1145,1097,31,13,1,0,2,85
1146,1092,31,13,3,4,3,106
1147,1107,34,13,0,0,0,1
1148,1093,34,13,1,1,3,105
1149,1026,36,13,0,0,1,35
1150,1104,36,13,0,0,0,9
1151,1102,37,13,0,0,0,20
1152,1106,37,13,0,0,0,3
1153,1108,38,13,0,0,0,0
1154,1105,38,13,0,0,0,7
1155,1091,30,13,2,1,3,108
1156,1095,30,13,0,0,2,95
1157,1030,35,13,0,0,1,36
1158,1101,35,13,1,0,2,52
1159,1098,18,13,0,0,2,71
1160,1090,18,13,1,2,4,119
1161,1089,29,13,3,4,4,136
1162,1096,29,13,0,0,2,86
1163,1100,32,13,0,0,1,57
1164,1094,32,13,1,1,4,99
1165,1110,33,13,0,0,0,0
1166,1032,33,13,0,0,1,58
1167,1099,33,13,1,0,2,67
1168,1,1,14,0,0,0,0
1169,2,1,14,0,0,0,0
1170,1008,2,14,0,0,0,0
1171,1006,2,14,0,0,0,0
1172,1003,3,14,0,0,0,0
1173,1004,3,14,0,0,0,0
1174,1005,4,14,0,0,0,0
1175,1009,4,14,0,0,0,0
1176,1012,39,14,0,0,0,0
1177,1025,39,14,0,0,0,0
1178,1010,6,14,0,0,0,0
1179,1058,6,14,0,0,0,0
1180,1013,40,14,0,0,0,0
1181,1011,40,14,0,0,0,0
1182,1016,8,14,0,0,0,0
1183,1017,8,14,0,0,0,0
1184,1060,9,14,0,0,0,0
1185,1056,9,14,0,0,0,0
1186,1021,10,14,0,0,0,0
1187,1018,10,14,0,0,0,0
